order_id,customers_name,phone,email,city,state,product_name,brand_name,category_name,store_name,staffs_name,order_status,order_date,required_date,shipped_date,quantity,list_price,discount,total,month,cepat_kirim,on_time,discount_group,segmentasi_product
1397,James Robles,No Number,james.robles@aol.com,North Tonawanda,NY,Trek Slash 8 27.5,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,4,2018-02-15,2018-02-17,2018-02-16,1,3999.99,0.05,3799.99,2018-02,1.0,True,Low,premium
1460,Desmond Rose,No Number,desmond.rose@hotmail.com,Mount Vernon,NY,Trek Slash 8 27.5,Trek,Mountain Bikes,Baldwin Bikes,Venita Daniel,4,2018-03-21,2018-03-23,2018-03-23,2,3999.99,0.07,7439.98,2018-03,2.0,True,Medium,premium
1601,Mozelle Carter,(281) 489-9656,mozelle.carter@aol.com,Houston,TX,Trek Slash 8 27.5,Trek,Mountain Bikes,Rowlett Bikes,Kali Vargas,1,2018-04-29,2018-04-29,,2,3999.99,0.07,7439.98,2018-04,,False,Medium,premium
10,Alane Munoz,(914) 706-7576,alane.munoz@gmail.com,Yonkers,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-01-05,2016-01-06,2016-01-06,1,269.99,0.1,242.99,2016-01,1.0,True,Medium,cheap
16,Lea Key,No Number,lea.key@yahoo.com,Banning,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,4,2016-01-12,2016-01-15,2016-01-15,1,269.99,0.07,251.09,2016-01,3.0,True,Medium,cheap
21,Neoma Daugherty,No Number,neoma.daugherty@gmail.com,Mount Vernon,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-01-15,2016-01-16,2016-01-18,1,269.99,0.05,256.49,2016-01,3.0,False,Low,cheap
25,Sam Lester,No Number,sam.lester@gmail.com,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-01-18,2016-01-21,2016-01-21,1,269.99,0.2,215.99,2016-01,3.0,True,High,cheap
28,Eleni Gordon,No Number,eleni.gordon@hotmail.com,Richmond Hill,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-01-19,2016-01-20,2016-01-21,2,269.99,0.1,485.98,2016-01,2.0,False,Medium,cheap
29,Laureen Barry,No Number,laureen.barry@yahoo.com,Orchard Park,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-01-20,2016-01-22,2016-01-21,2,269.99,0.05,512.98,2016-01,1.0,True,Low,cheap
48,Josephine Dale,No Number,josephine.dale@aol.com,Baldwinsville,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-01-30,2016-02-01,2016-02-02,2,269.99,0.07,502.18,2016-01,3.0,False,Medium,cheap
53,Margit Osborn,No Number,margit.osborn@yahoo.com,Plainview,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-02-03,2016-02-04,2016-02-05,2,269.99,0.2,431.98,2016-02,2.0,False,High,cheap
58,Tiana Henderson,No Number,tiana.henderson@aol.com,Franklin Square,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-02-05,2016-02-07,2016-02-07,2,269.99,0.05,512.98,2016-02,2.0,True,Low,cheap
60,Joesph Delacruz,No Number,joesph.delacruz@aol.com,Atwater,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,4,2016-02-06,2016-02-08,2016-02-07,2,269.99,0.05,512.98,2016-02,1.0,True,Low,cheap
62,Denis Logan,No Number,denis.logan@msn.com,Ridgecrest,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,4,2016-02-07,2016-02-10,2016-02-10,1,269.99,0.07,251.09,2016-02,3.0,True,Medium,cheap
78,Trinidad Chapman,No Number,trinidad.chapman@aol.com,Ronkonkoma,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-02-16,2016-02-18,2016-02-19,2,269.99,0.1,485.98,2016-02,3.0,False,Medium,cheap
110,Launa Hull,No Number,launa.hull@yahoo.com,Helotes,TX,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,4,2016-03-06,2016-03-08,2016-03-09,1,269.99,0.1,242.99,2016-03,3.0,False,Medium,cheap
111,Zulema Browning,No Number,zulema.browning@gmail.com,Amsterdam,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-03-07,2016-03-10,2016-03-10,1,269.99,0.1,242.99,2016-03,3.0,True,Medium,cheap
117,Gwenn Melton,No Number,gwenn.melton@yahoo.com,Centereach,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-03-10,2016-03-13,2016-03-11,1,269.99,0.2,215.99,2016-03,1.0,True,High,cheap
121,Tomika Wilder,No Number,tomika.wilder@aol.com,New Hyde Park,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-03-14,2016-03-15,2016-03-16,2,269.99,0.1,485.98,2016-03,2.0,False,Medium,cheap
148,Senaida Thompson,No Number,senaida.thompson@msn.com,Bronx,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-03-28,2016-03-30,2016-03-30,1,269.99,0.05,256.49,2016-03,2.0,True,Low,cheap
164,Leonore Dorsey,No Number,leonore.dorsey@yahoo.com,Jackson Heights,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-04-07,2016-04-08,2016-04-09,1,269.99,0.1,242.99,2016-04,2.0,False,Medium,cheap
169,Carie Kidd,No Number,carie.kidd@yahoo.com,Monroe,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-04-10,2016-04-11,2016-04-11,2,269.99,0.05,512.98,2016-04,1.0,True,Low,cheap
173,Dacia William,No Number,dacia.william@msn.com,Sugar Land,TX,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Rowlett Bikes,Kali Vargas,4,2016-04-11,2016-04-14,2016-04-13,1,269.99,0.05,256.49,2016-04,2.0,True,Low,cheap
184,Brianna Moss,(516) 156-8031,brianna.moss@msn.com,Hempstead,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-04-19,2016-04-21,2016-04-22,1,269.99,0.1,242.99,2016-04,3.0,False,Medium,cheap
195,Kasha Sullivan,No Number,kasha.sullivan@hotmail.com,Scarsdale,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-04-28,2016-05-01,2016-05-01,1,269.99,0.05,256.49,2016-04,3.0,True,Low,cheap
201,Brenda Tate,No Number,brenda.tate@msn.com,San Angelo,TX,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,4,2016-05-01,2016-05-04,2016-05-02,2,269.99,0.1,485.98,2016-05,1.0,True,Medium,cheap
210,Lynn Mcmahon,No Number,lynn.mcmahon@msn.com,Scarsdale,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-05-07,2016-05-08,2016-05-09,1,269.99,0.07,251.09,2016-05,2.0,False,Medium,cheap
231,Rosamaria Meyer,No Number,rosamaria.meyer@yahoo.com,Webster,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-05-19,2016-05-22,2016-05-21,2,269.99,0.2,431.98,2016-05,2.0,True,High,cheap
233,Melita Dominguez,No Number,melita.dominguez@msn.com,Auburn,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-05-21,2016-05-22,2016-05-24,1,269.99,0.1,242.99,2016-05,3.0,False,Medium,cheap
255,Ophelia Rodgers,No Number,ophelia.rodgers@gmail.com,Hopewell Junction,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-06-03,2016-06-06,2016-06-05,1,269.99,0.2,215.99,2016-06,2.0,True,High,cheap
261,Pasquale Hogan,No Number,pasquale.hogan@aol.com,Vista,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,4,2016-06-08,2016-06-10,2016-06-09,1,269.99,0.1,242.99,2016-06,1.0,True,Medium,cheap
281,Cris Dunn,No Number,cris.dunn@yahoo.com,Pittsford,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-06-21,2016-06-22,2016-06-23,2,269.99,0.1,485.98,2016-06,2.0,False,Medium,cheap
294,Lavona Austin,No Number,lavona.austin@yahoo.com,Utica,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-07-01,2016-07-02,2016-07-02,1,269.99,0.2,215.99,2016-07,1.0,True,High,cheap
298,Janna Hayden,No Number,janna.hayden@msn.com,Longview,TX,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,4,2016-07-04,2016-07-07,2016-07-07,2,269.99,0.1,485.98,2016-07,3.0,True,Medium,cheap
308,Charlyn Cantrell,No Number,charlyn.cantrell@yahoo.com,West Islip,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-07-11,2016-07-12,2016-07-14,1,269.99,0.2,215.99,2016-07,3.0,False,High,cheap
310,Deloris Larson,No Number,deloris.larson@aol.com,Duarte,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,4,2016-07-12,2016-07-13,2016-07-13,2,269.99,0.1,485.98,2016-07,1.0,True,Medium,cheap
312,Jame Riggs,No Number,jame.riggs@hotmail.com,Bay Shore,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-07-13,2016-07-15,2016-07-16,2,269.99,0.07,502.18,2016-07,3.0,False,Medium,cheap
329,Josh Shaw,No Number,josh.shaw@gmail.com,Hopewell Junction,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-07-24,2016-07-27,2016-07-26,2,269.99,0.07,502.18,2016-07,2.0,True,Medium,cheap
344,Romaine Salazar,No Number,romaine.salazar@yahoo.com,Monsey,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-08-01,2016-08-03,2016-08-02,1,269.99,0.2,215.99,2016-08,1.0,True,High,cheap
352,Emmitt Sanchez,(212) 945-8823,emmitt.sanchez@hotmail.com,New York,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-08-03,2016-08-04,2016-08-06,1,269.99,0.2,215.99,2016-08,3.0,False,High,cheap
355,Sebrina Gross,No Number,sebrina.gross@yahoo.com,Garland,TX,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Rowlett Bikes,Kali Vargas,4,2016-08-03,2016-08-05,2016-08-05,2,269.99,0.07,502.18,2016-08,2.0,True,Medium,cheap
363,Brain Skinner,No Number,brain.skinner@hotmail.com,Euless,TX,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Rowlett Bikes,Kali Vargas,4,2016-08-11,2016-08-12,2016-08-13,1,269.99,0.07,251.09,2016-08,2.0,False,Medium,cheap
367,Afton Juarez,No Number,afton.juarez@gmail.com,Coram,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-08-14,2016-08-15,2016-08-15,1,269.99,0.05,256.49,2016-08,1.0,True,Low,cheap
371,Ashlie Parrish,No Number,ashlie.parrish@hotmail.com,Monsey,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-08-15,2016-08-16,2016-08-18,1,269.99,0.2,215.99,2016-08,3.0,False,High,cheap
372,Boyd Irwin,No Number,boyd.irwin@hotmail.com,Hamburg,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-08-16,2016-08-18,2016-08-18,2,269.99,0.1,485.98,2016-08,2.0,True,Medium,cheap
377,Thad Gilliam,No Number,thad.gilliam@hotmail.com,Levittown,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-08-17,2016-08-19,2016-08-20,1,269.99,0.07,251.09,2016-08,3.0,False,Medium,cheap
383,Aleta Mack,No Number,aleta.mack@yahoo.com,Bay Shore,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-08-20,2016-08-23,2016-08-22,1,269.99,0.1,242.99,2016-08,2.0,True,Medium,cheap
392,Carley Reynolds,No Number,carley.reynolds@gmail.com,South El Monte,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,4,2016-08-23,2016-08-26,2016-08-24,2,269.99,0.1,485.98,2016-08,1.0,True,Medium,cheap
394,Tammera Fischer,(510) 534-8845,tammera.fischer@hotmail.com,Oakland,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,4,2016-08-26,2016-08-28,2016-08-29,2,269.99,0.2,431.98,2016-08,3.0,False,High,cheap
395,Hans Price,No Number,hans.price@hotmail.com,Port Chester,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-08-26,2016-08-27,2016-08-29,1,269.99,0.05,256.49,2016-08,3.0,False,Low,cheap
399,Lee Roman,(631) 913-6967,lee.roman@gmail.com,Brentwood,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-08-29,2016-09-01,2016-09-01,1,269.99,0.1,242.99,2016-08,3.0,True,Medium,cheap
405,Genevieve Juarez,No Number,genevieve.juarez@gmail.com,New Hyde Park,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-08-31,2016-09-01,2016-09-01,2,269.99,0.07,502.18,2016-08,1.0,True,Medium,cheap
416,Johana Jacobson,(507) 407-9384,johana.jacobson@gmail.com,Rochester,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-09-03,2016-09-04,2016-09-06,1,269.99,0.07,251.09,2016-09,3.0,False,Medium,cheap
428,Bee Baker,No Number,bee.baker@aol.com,Liverpool,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-09-09,2016-09-12,2016-09-10,1,269.99,0.2,215.99,2016-09,1.0,True,High,cheap
431,Carlie Terrell,(914) 517-8036,carlie.terrell@yahoo.com,Yonkers,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-09-11,2016-09-12,2016-09-12,2,269.99,0.2,431.98,2016-09,1.0,True,High,cheap
451,Charlsie Carson,No Number,charlsie.carson@hotmail.com,Saint Albans,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-09-21,2016-09-23,2016-09-22,2,269.99,0.05,512.98,2016-09,1.0,True,Low,cheap
471,Alane Mccarty,(619) 377-8586,alane.mccarty@hotmail.com,San Diego,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,4,2016-09-30,2016-10-02,2016-10-01,1,269.99,0.2,215.99,2016-09,1.0,True,High,cheap
482,Whitney Cash,No Number,whitney.cash@gmail.com,Hamburg,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-10-05,2016-10-06,2016-10-06,1,269.99,0.1,242.99,2016-10,1.0,True,Medium,cheap
490,Onita Macdonald,No Number,onita.macdonald@yahoo.com,Glen Cove,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-10-07,2016-10-10,2016-10-09,1,269.99,0.1,242.99,2016-10,2.0,True,Medium,cheap
499,Rodrick Shelton,No Number,rodrick.shelton@hotmail.com,Canyon Country,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,4,2016-10-11,2016-10-14,2016-10-13,2,269.99,0.2,431.98,2016-10,2.0,True,High,cheap
500,Julee Woodard,No Number,julee.woodard@yahoo.com,Richmond Hill,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-10-11,2016-10-12,2016-10-13,1,269.99,0.2,215.99,2016-10,2.0,False,High,cheap
501,Barton Cox,No Number,barton.cox@yahoo.com,Amityville,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-10-11,2016-10-12,2016-10-13,1,269.99,0.1,242.99,2016-10,2.0,False,Medium,cheap
521,Augustus Schmidt,No Number,augustus.schmidt@msn.com,Corona,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-10-23,2016-10-25,2016-10-25,1,269.99,0.2,215.99,2016-10,2.0,True,High,cheap
536,Cira Downs,(510) 788-4456,cira.downs@gmail.com,Oakland,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,4,2016-10-31,2016-11-02,2016-11-01,1,269.99,0.07,251.09,2016-10,1.0,True,Medium,cheap
598,Ronna Butler,No Number,ronna.butler@gmail.com,Encino,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,2016-12-09,2016-12-09,,1,269.99,0.1,242.99,2016-12,,False,Medium,cheap
607,Anderson Martin,No Number,anderson.martin@hotmail.com,Canandaigua,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-12-11,2016-12-14,2016-12-13,1,269.99,0.07,251.09,2016-12,2.0,True,Medium,cheap
612,Taylor Cole,No Number,taylor.cole@gmail.com,Carmel,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2016-12-16,2016-12-17,2016-12-17,1,269.99,0.1,242.99,2016-12,1.0,True,Medium,cheap
624,Ghislaine Compton,No Number,ghislaine.compton@aol.com,Lindenhurst,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2016-12-24,2016-12-25,2016-12-27,2,269.99,0.2,431.98,2016-12,3.0,False,High,cheap
629,Margaretta Clayton,No Number,margaretta.clayton@yahoo.com,Ridgecrest,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,4,2016-12-26,2016-12-27,2016-12-29,2,269.99,0.05,512.98,2016-12,3.0,False,Low,cheap
773,Kenton Hughes,No Number,kenton.hughes@gmail.com,Canandaigua,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-03-11,2017-03-12,2017-03-12,1,269.99,0.05,256.49,2017-03,1.0,True,Low,cheap
858,Kam Wilder,No Number,kam.wilder@hotmail.com,Newburgh,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-04-25,2017-04-27,2017-04-28,1,269.99,0.07,251.09,2017-04,3.0,False,Medium,cheap
859,Valentin Mclaughlin,No Number,valentin.mclaughlin@hotmail.com,Lindenhurst,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-04-25,2017-04-26,2017-04-26,2,269.99,0.1,485.98,2017-04,1.0,True,Medium,cheap
861,Charlesetta Soto,No Number,charlesetta.soto@yahoo.com,Poughkeepsie,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-04-27,2017-04-29,2017-04-30,2,269.99,0.07,502.18,2017-04,3.0,False,Medium,cheap
875,Nelle Beck,No Number,nelle.beck@aol.com,Upland,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,4,2017-05-05,2017-05-06,2017-05-08,1,269.99,0.07,251.09,2017-05,3.0,False,Medium,cheap
957,Camila Carroll,(210) 436-8676,camila.carroll@yahoo.com,San Antonio,TX,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,4,2017-06-17,2017-06-20,2017-06-20,2,269.99,0.07,502.18,2017-06,3.0,True,Medium,cheap
990,Lolita O'neill,No Number,lolita.o'neill@aol.com,Massapequa Park,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-07-04,2017-07-07,2017-07-07,2,269.99,0.1,485.98,2017-07,3.0,True,Medium,cheap
997,Catherine Miles,No Number,catherine.miles@msn.com,East Elmhurst,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-07-11,2017-07-13,2017-07-14,2,269.99,0.07,502.18,2017-07,3.0,False,Medium,cheap
1005,Myung Hooper,No Number,myung.hooper@gmail.com,Elmont,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-07-15,2017-07-17,2017-07-16,2,269.99,0.2,431.98,2017-07,1.0,True,High,cheap
1027,Cherelle Key,No Number,cherelle.key@msn.com,Valley Stream,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-07-26,2017-07-28,2017-07-28,2,269.99,0.05,512.98,2017-07,2.0,True,Low,cheap
1050,Felice Guzman,No Number,felice.guzman@hotmail.com,Canyon Country,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,4,2017-08-09,2017-08-12,2017-08-12,2,269.99,0.2,431.98,2017-08,3.0,True,High,cheap
1061,Marylyn Browning,No Number,marylyn.browning@msn.com,Scarsdale,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-08-15,2017-08-18,2017-08-18,1,269.99,0.07,251.09,2017-08,3.0,True,Medium,cheap
1111,Delana Wagner,No Number,delana.wagner@aol.com,Clifton Park,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-09-04,2017-09-06,2017-09-05,1,269.99,0.2,215.99,2017-09,1.0,True,High,cheap
1238,Heather Chaney,No Number,heather.chaney@yahoo.com,Jamestown,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-11-09,2017-11-10,2017-11-11,1,269.99,0.1,242.99,2017-11,2.0,False,Medium,cheap
1255,Yan Trevino,No Number,yan.trevino@gmail.com,Uniondale,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-11-19,2017-11-20,2017-11-21,2,269.99,0.2,431.98,2017-11,2.0,False,High,cheap
1299,Elvina Gates,No Number,elvina.gates@hotmail.com,Pleasanton,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,4,2017-12-15,2017-12-18,2017-12-16,2,269.99,0.1,485.98,2017-12,1.0,True,Medium,cheap
1308,Ilona Spears,No Number,ilona.spears@gmail.com,Port Jefferson Station,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-12-22,2017-12-24,2017-12-24,2,269.99,0.07,502.18,2017-12,2.0,True,Medium,cheap
1312,Charise Burt,(559) 888-2229,charise.burt@aol.com,Fresno,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,4,2017-12-25,2017-12-28,2017-12-26,1,269.99,0.2,215.99,2017-12,1.0,True,High,cheap
1449,Sheba Knapp,No Number,sheba.knapp@aol.com,Woodside,NY,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2018-03-18,2018-03-19,2018-03-20,2,269.99,0.1,485.98,2018-03,2.0,False,Medium,cheap
1564,Monika Berg,No Number,monika.berg@gmail.com,Encino,CA,Electra Girl's Hawaii 1 (16-inch)/2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,1,2018-04-21,2018-04-21,,1,269.99,0.1,242.99,2018-04,,False,Medium,cheap
12,Marvin Mullins,(619) 635-2027,marvin.mullins@aol.com,San Diego,CA,Surly Straggler 650b,Surly,Cyclocross Bicycles,Santa Cruz Bikes,Mireya Copeland,4,2016-01-06,2016-01-08,2016-01-09,1,1680.99,0.05,1596.94,2016-01,3.0,False,Low,premium
31,Edgar Quinn,No Number,edgar.quinn@aol.com,Harlingen,TX,Surly Straggler 650b,Surly,Cyclocross Bicycles,Rowlett Bikes,Kali Vargas,4,2016-01-20,2016-01-22,2016-01-22,2,1680.99,0.05,3193.88,2016-01,2.0,True,Low,premium
